Nom;Référence;Famille;Date semis;Prix unitaire (hors remise);Lien;Référence+lien
Haricot à rames mangetout beurre "Sunshine";L2623S;Potagères;juin - juillet;4.5;https://www.semaille.com/fr/haricot-a-rames-mangetout/1545-haricot-a-rames-mangetout-beurre-sunshine-5415166026620.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
haricot à rames mangetout beurre "Golden Gate" type Sabre;L2624S;Potagères;mai - juin;4.5;https://www.semaille.com/fr/haricot-a-rames-mangetout/1546-haricot-a-rames-mangetout-a-couper-beurre-golden-gate-5415166026651.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Laitue à couper Feuille de chêne blonde;L2700S;Potagères;février - septembre;3;https://www.semaille.com/fr/laitue-a-couper/542-laitue-a-couper-feuille-de-chene-blonde-5415166008381.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Laitue à couper Frisée d'Amérique;L2702S;Potagères;février - septembre;3;https://www.semaille.com/fr/laitue-a-couper/544-laitue-a-couper-frisee-d-amerique-5415166008428.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Laitue à couper Lollo Rossa;L2704S;Potagères;février - septembre;3;https://www.semaille.com/fr/laitue-a-couper/545-laitue-a-couper-lollo-rossa-5415166008442.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Laitue à couper Radichetta;L2705S;Potagères;février - septembre;3;https://www.semaille.com/fr/laitue-a-couper/546-laitue-a-couper-radichetta-5415166008466.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Laitue à couper Feuille de chêne Biscia rossa;L2706S;Potagères;février - septembre;3;https://www.semaille.com/fr/laitue-a-couper/547-laitue-a-couper-feuille-de-chene-biscia-rossa-5415166008503.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Laitue à couper Lattughino;L2707S;Potagères;février - septembre;3;https://www.semaille.com/fr/laitue-a-couper/548-laitue-a-couper-lattughino-5415166008527.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Laitue à couper Oreille du Diable;L2708S;Potagères;février - septembre;3;https://www.semaille.com/fr/laitue-a-couper/549-laitue-a-couper-oreille-du-diable-5415166008541.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Laitue à couper Feuilles de chêne rouge "Red Salad Bowl";L2709S;Potagères;février - septembre;3;https://www.semaille.com/fr/laitue-a-couper/550-laitue-a-couper-feuilles-de-chene-rouge-red-salad-bowl-5415166008565.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Laitue à couper Till;L2710S;Potagères;février - septembre;3;https://www.semaille.com/fr/laitue-a-couper/551-laitue-a-couper-till-5415166008589.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Laitue à couper Vénitienne;L2711S;Potagères;février - septembre;3;https://www.semaille.com/fr/laitue-a-couper/552-laitue-a-couper-venitienne-5415166008602.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Laitue à couper Cocarde;L2712S;Potagères;février - septembre;3;https://www.semaille.com/fr/laitue-a-couper/553-laitue-a-couper-cocarde-5415166008626.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Laitue à couper Verte d'hiver;L2713S;Potagères;août - octobre;3;https://www.semaille.com/fr/laitue-a-couper/554-laitue-a-couper-verte-d-hiver-5415166013408.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Laitue à couper Catalogna;L2714S;Potagères;février - septembre;3;https://www.semaille.com/fr/laitue-a-couper/1114-laitue-a-couper-catalogna-5415166019769.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Laitue à couper Hussarde;L2715S;Potagères;février - septembre;3;https://www.semaille.com/fr/laitue-a-couper/1479-laitue-a-couper-hussarde-5415166026439.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Laitues à couper en mélange;L2800S;Potagères;février - septembre;3;https://www.semaille.com/fr/laitue-a-couper/555-laitues-a-couper-en-melange-5415166008640.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Laitue batavia Dorée de Printemps;L2900S;Potagères;avril-juin;3;https://www.semaille.com/fr/laitue-batavia/556-laitue-batavia-doree-de-printemps-5415166008664.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Laitue Batavia Blonde de Paris;L2901S;Potagères;avril-juin;3;https://www.semaille.com/fr/laitue-batavia/557-laitue-batavia-blonde-de-paris-5415166008688.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Laitue batavia Pasquier;L2902S;Potagères;avril-juin;3;https://www.semaille.com/fr/laitue-batavia/558-laitue-batavia-pasquier-5415166008701.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Laitue batavia Reine des glaces;L2903S;Potagères;avril-juin;3;https://www.semaille.com/fr/laitue-batavia/559-laitue-batavia-reine-des-glaces-5415166008725.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Laitue batavia Rouge Grenobloise;L2904S;Potagères;avril-juin;3;;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Laitue Batavia Gloire du Dauphiné;L2906S;Potagères;avril-juin;3;https://www.semaille.com/fr/laitue-batavia/1373-laitue-batavia-gloire-du-dauphine.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Laitue Batavia Iceberg "Saladin";L2908S;Potagères;avril-juin;3;https://www.semaille.com/fr/laitue-batavia/1116-laitue-batavia-iceberg-saladin-5415166019844.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Laitue Batavia Chou de Naples;L2909S;Potagères;avril-juin;3;https://www.semaille.com/fr/laitue-batavia/561-laitue-batavia-chou-de-naples-5415166008787.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Laitue Batavia Beaujolaise;L2910S;Potagères;avril-juin;3;https://www.semaille.com/fr/laitue-batavia/562-laitue-batavia-beaujolaise-5415166008800.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Laitue Batavia Merveille de Verano;L2911S;Potagères;avril-juin;3;https://www.semaille.com/fr/laitue-batavia/563-laitue-batavia-merveille-de-verano-5415166008824.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Laitue Batavia d'hiver St Antoine;L2912S;Potagères;août - septembre;3;https://www.semaille.com/fr/laitue-pommee/564-laitue-batavia-d-hiver-st-antoine-5415166008848.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Laitue Romaine Angèle;L2913S;Potagères;avril-juin;3;https://www.semaille.com/fr/laitue-batavia/565-laitue-romaine-angele-5415166008862.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Laitue Batavia Pierre Bénite;L2914S;Potagères;avril-juin;3;https://www.semaille.com/fr/laitue-batavia/566-laitue-batavia-pierre-benite-5415166014429.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Laitue Batavia Carmen;L2915S;Potagères;avril-juin;3;https://www.semaille.com/fr/laitue-batavia/1291-laitue-batavia-carmen-5415166024893.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Laitue pommée quatre saisons Bon jardinier;L3000S;Potagères;mars - juillet;3;;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Laitue pommée d'été Grosse blonde paresseuse;L3001S;Potagères;avril-juin;3;https://www.semaille.com/fr/laitue-pommee/728-laitue-pommee-d-ete-grosse-blonde-paresseuse-5415166008909.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Laitue pommée Merveille des 4 Saisons;L3002S;Potagères;mars - juillet;3;https://www.semaille.com/fr/laitue-pommee/729-laitue-pommee-merveille-des-4-saisons-5415166008923.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Laitue pommée de printemps Reine de mai;L3003S;Potagères;février - avril;3;https://www.semaille.com/fr/laitue-pommee/730-laitue-pommee-de-printemps-reine-de-mai-5415166008961.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Laitue pommée d'été Sucrine;L3004S;Potagères;avril-juin;3;https://www.semaille.com/fr/laitue-pommee/731-laitue-pommee-d-ete-sucrine-5415166008985.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Laitue pommée d'hiver Merveille d'hiver;L3006S;Potagères;août - septembre;3;https://www.semaille.com/fr/laitue-pommee/732-laitue-pommee-d-hiver-merveille-d-hiver-5415166009005.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Laitue pommée d'hiver Passion brune;L3007S;Potagères;août - septembre;3;https://www.semaille.com/fr/laitue-pommee/733-laitue-pommee-d-hiver-passion-brune-5415166009029.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Laitue pommée d'été Reine de juillet;L3009S;Potagères;avril-juin;3;https://www.semaille.com/fr/laitue-pommee/734-laitue-pommee-d-ete-reine-de-juillet-5415166009043.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Laitue pommée  Blonde de Laeken (améliorée de Semailles);L3010S;Potagères;avril-juin;3;https://www.semaille.com/fr/laitue-pommee/735-laitue-pommee-blonde-de-laeken-amelioree-de-semailles-5415166009067.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Laitue pommée d'été Craquerelle du midi;L3011S;Potagères;avril-juin;3;https://www.semaille.com/fr/laitue-pommee/736-laitue-pommee-d-ete-craquerelle-du-midi-5415166009104.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Laitue pommée d'été Kagraner;L3012S;Potagères;avril-juin;3;https://www.semaille.com/fr/laitue-pommee/737-laitue-pommee-d-ete-kagraner-5415166009128.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Laitue pommée d'hiver Baquieu;L3013S;Potagères;août - septembre;3;https://www.semaille.com/fr/laitue-pommee/738-laitue-pommee-d-hiver-baquieu-5415166009142.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Laitue pommée d'hiver de Trémont;L3014S;Potagères;août - septembre;3;;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Laitue pommée d'hiver de Verrières;L3015S;Potagères;août - septembre;3;https://www.semaille.com/fr/laitue-pommee/740-laitue-pommee-d-hiver-de-verrieres-5415166009180.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Laitue pommée quatre saisons Appia;L3016S;Potagères;mars - juillet;3;https://www.semaille.com/fr/laitue-pommee/741-laitue-pommee-quatre-saisons-appia-5415166009203.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Laitue pommée de printemps Express;L3017S;Potagères;février - avril;3;https://www.semaille.com/fr/laitue-pommee/1220-laitue-pommee-de-printemps-express-5415166009241.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Laitue pommée de printemps Gotte d'or;L3018S;Potagères;février - avril;3;https://www.semaille.com/fr/laitue-pommee/742-laitue-pommee-de-printemps-gotte-d-or-5415166009265.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Laitue pommée de printemps la Première;L3019S;Potagères;février - avril;3;;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Laitue pommée d'été Gloire de Nantes;L3020S;Potagères;avril-juin;3;https://www.semaille.com/fr/laitue-pommee/744-laitue-pommee-d-ete-gloire-de-nantes-5415166009302.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Laitue pommée d'hiver Grand-Mère à feuilles rouges;L3021S;Potagères;août - septembre;3;https://www.semaille.com/fr/laitue-pommee/745-laitue-pommee-d-hiver-grand-mere-a-feuilles-rouges-5415166009326.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Laitue pommée  d'hiver Rougette de Montpellier;L3022S;Potagères;août - septembre;3;https://www.semaille.com/fr/laitue-pommee/746-laitue-pommee-d-hiver-rougette-de-montpellier-5415166013675.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Laitue Pommée d'hiver Herkule;L3023S;Potagères;août - septembre;3;;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Laitue pommée Lorthois;L3024S;Potagères;mars - juin;3;https://www.semaille.com/fr/laitue-pommee/1360-laitue-pommee-lorthois.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Laitue pommée Lilloise;L3025S;Potagères;février-mai et juillet-août;3;;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Laitue Reine de Mai de Liège;L3026S;Potagères;février - avril;3;https://www.semaille.com/fr/laitue-pommee/1435-laitue-reine-de-mai-de-liege-5415166025593.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Laitue hâtive d'Heverllée;L3027S;Potagères;février - avril;3;https://www.semaille.com/fr/laitue-pommee/1436-laitue-hative-d-heverllee-5415166025586.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Laitue d'hiver Valdor;L3028S;Potagères;août - septembre;3;https://www.semaille.com/fr/laitue-pommee/1481-laitue-d-hiver-valdor-5415166026484.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Laitue Romaine Ballon;L3100S;Potagères;avril-juin;3;https://www.semaille.com/fr/laitue-romaine/567-laitue-romaine-ballon-5415166009340.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
 Laitue Asperge (Laitue romaine Celtuce);L3102S;Potagères;avril-juin;3;https://www.semaille.com/fr/laitue-romaine/748-laitue-romaine-celtuce-ou-laitue-asperge-5415166009364.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Laitue romaine Chicon des Charentes;L3103S;Potagères;avril-juin;3;https://www.semaille.com/fr/laitue-romaine/749-laitue-romaine-chicon-des-charentes-5415166009388.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Laitue Romaine de Soisson;L3104S;Potagères;;3;;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Laitue romaine Rouge d'hiver;L3105S;Potagères;Août - Septembre;3;https://www.semaille.com/fr/laitue-romaine/751-laitue-romaine-rouge-d-hiver-5415166014474.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Laitue Romaine Queue de Truite (Chicon Panaché);L3107S;Potagères;avril-juin;3;https://www.semaille.com/fr/laitue-romaine/752-laitue-romaine-queue-de-truite-chicon-panache-5415166009425.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Laitue Romaine Verte Maraîchère;L3108S;Potagères;avril-juin;3;https://www.semaille.com/fr/laitue-romaine/753-laitue-romaine-verte-maraichere-5415166009449.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Laitue Romaine Grasse de Morges;L3109S;Potagères;avril-juin;3;https://www.semaille.com/fr/laitue-romaine/1353-laitue-romaine-grasse-de-morges-5415166020246.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Laitue romaine Little Leprechaun;L3110S;Potagères;mars - août;3;https://www.semaille.com/fr/laitue-romaine/1547-laitue-romaine-little-leprechaun-5415166026606.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Maceron;L3150S;Potagères;;3;https://www.semaille.com/fr/potageres/1548-maceron-5415166026750.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Mâche à Grosse graine;L3200S;Potagères;juillet - septembre;3;https://www.semaille.com/fr/mache/1292-mache-a-grosse-graine-5415166024732.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Mâche Coquille de Louviers;L3201S;Potagères;juillet - septembre;3;https://www.semaille.com/fr/mache/568-mache-coquille-de-louviers-5415166013422.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Mâche Verte de Cambrai;L3202S;Potagères;juillet - septembre;3;https://www.semaille.com/fr/mache/754-mache-verte-de-cambrai-5415166009463.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Mâche Vit;L3204S;Potagères;juillet - septembre;3;https://www.semaille.com/fr/mache/755-mache-vit-5415166009500.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Mâche à grandes feuilles de Hollande;L3206S;Potagères;juillet - septembre;3;https://www.semaille.com/fr/mache/1293-mache-a-grandes-feuilles-de-hollande-5415166009524.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Mâche de Comines;L3207S;Potagères;juillet - septembre;3;https://www.semaille.com/fr/mache/756-mache-de-comines-5415166009548.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Mâche Verte à coeur plein;L3208S;Potagères;juillet - septembre;3;https://www.semaille.com/fr/mache/757-mache-verte-a-coeur-plein-5415166009586.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Mâche Bigarrée de Huy;L3210S;Potagères;juillet - septembre;3;https://www.semaille.com/fr/mache/759-mache-bigarree-de-huy-5415166014184.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Maïs doux Golden Bantam;L3300S;Potagères;mai - juin;3;https://www.semaille.com/fr/mais-doux/569-mais-doux-golden-bantam-5415166009623.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Maïs à grains multicolores des Indiens;L3301S;Potagères;;3;;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Maïs à grains Pop Corn 'Cinema';L3302S;Potagères;mai - juin;3;https://www.semaille.com/fr/mais-a-grains/761-mais-a-grains-pop-corn-tom-pouce-5415166009661.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Maïs Fraise;L3304S;Potagères;mai - juin;3;https://www.semaille.com/fr/mais-a-grains/762-mais-fraise-5415166009685.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Maïs doux Mezdi;L3306S;Potagères;mai - juin;3;https://www.semaille.com/fr/mais-doux/764-mais-doux-mezdi-5415166009722.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Maïs doux Martian Purple;L3309S;Potagères;mai - juin;3;https://www.semaille.com/fr/mais-doux/1115-mais-doux-martian-purple-5415166020451.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Maïs à grains Astarac;L3310S;Potagères;;3;;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Maïs doux multicolore Inca Rainbow;L3311S;Potagères;mai - juin;3;https://www.semaille.com/fr/mais-doux/1375-mais-doux-multicolore-inca-rainbow.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Melon de Bellegarde;L3400S;Potagères;;3;;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Melon Petit gris de Rennes;L3401S;Potagères;mars - juin;3;https://www.semaille.com/fr/melon/767-melon-petit-gris-de-rennes-5415166009760.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Melon Noir des Carmes;L3405S;Potagères;mars - juin;3;https://www.semaille.com/fr/melon/769-melon-noir-des-carmes-5415166009807.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Melon Vieille France;L3406S;Potagères;mars - juin;3;https://www.semaille.com/fr/melon/770-melon-vieille-france-5415166009821.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Melon de St Memmie;L3407S;Potagères;mars - juin;3;;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Melon Brodé Jenny Lind;L3408S;Potagères;mars - juin;3;https://www.semaille.com/fr/melon/1376-melon-brode-jenny-lind.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Melon Belge de Patjottenland;L3409S;Potagères;mars - juin;3;https://www.semaille.com/fr/melon/1412-melon-belge-de-patjottenland-5415166025494.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Moutarde de Chine rouge Red Giant;L3450S;Potagères;mars - avril et juillet - septembre;3;https://www.semaille.com/fr/moutarde-de-chine/571-moutarde-de-chine-rouge-red-giant-5415166009869.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Mizuna;L3451S;Potagères;mars - avril et juillet - septembre;3;https://www.semaille.com/fr/navet-feuilles/772-mizuna-5415166009883.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Salade asiatique Namenia;L3452S;Potagères;mars - avril et juillet - septembre;3;https://www.semaille.com/fr/navet-feuilles/773-salade-asiatique-namenia-5415166009906.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Moutarde de Chine Metis rouge;L3453S;Potagères;mars - avril et juillet - septembre;3;https://www.semaille.com/fr/moutarde-de-chine/774-moutarde-de-chine-metis-rouge-5415166014191.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Moutarde de Chine Golden Frills;L3454S;Potagères;mars - avril et juillet - septembre;3;https://www.semaille.com/fr/moutarde-de-chine/1013-moutarde-de-chine-golden-frills-5415166014290.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Moutarde de Chine Green in snow;L3455S;Potagères;mars - avril et juillet - septembre;3;https://www.semaille.com/fr/moutarde-de-chine/775-moutarde-de-chine-green-in-snow-5415166014306.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Mesclun de salades asiatiques;L3460S;Potagères;mars - avril et juillet - septembre;3;https://www.semaille.com/fr/salades-asiatiques/776-mesclun-de-salades-asiatiques-5415166013996.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Navet de Croissy;L3501S;Potagères;mars - mai ou août;3;https://www.semaille.com/fr/navet/572-navet-de-croissy-5415166009920.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Navet de Milan à forcer à colet rose;L3502S;Potagères;mars - mai ou août;3;https://www.semaille.com/fr/navet/777-navet-de-milan-a-forcer-a-colet-rose-5415166009968.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Navet des Vertus marteau;L3503S;Potagères;juin - juillet;3;https://www.semaille.com/fr/navet/778-navet-des-vertus-marteau-5415166009982.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Navet Boule d'or;L3504S;Potagères;juin - juillet;3;https://www.semaille.com/fr/navet/779-navet-boule-d-or-5415166010001.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Navet de Nancy;L3505S;Potagères;juin - juillet;3;https://www.semaille.com/fr/navet/780-navet-de-nancy-5415166010025.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Navet Noir long d'hiver;L3506S;Potagères;juin - juillet;3;https://www.semaille.com/fr/navet/781-navet-noir-long-d-hiver-5415166010049.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Navet Boulette de Champagne;L3507S;Potagères;juin - août;3;https://www.semaille.com/fr/navet/1175-navet-boulette-de-champagne-5415166010063.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Navet-feuille cima de rapa;L3508S;Potagères;mars - mai ou août;3;https://www.semaille.com/fr/navet-feuilles/783-navet-feuille-cima-de-rapa-5415166010100.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Navet Petrowski;L3509S;Potagères;mars - mai ou août;3;https://www.semaille.com/fr/navet/784-navet-petrowski-5415166014313.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Navet de Péronne;L3510S;Potagères;juin - juillet;3;;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Navet hâtif "Flat White May";L3511S;Potagères;"mars; avril et août";https://www.semaille.com/fr/navet/1549-navet-hatif-blanc-plat-de-mai-5415166026668.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Navet blanc globe à collet violet;L3512S;Potagères;mars - août;3;https://www.semaille.com/fr/navet/1550-navet-blanc-globe-a-collet-violet-5415166026736.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Oignon de Stuttgart;L3600S;Potagères;mars - avril;3;https://www.semaille.com/fr/oignon/573-oignon-de-stuttgart-5415166010124.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Oignon Jaune paille des Vertus;L3601S;Potagères;mars - avril;3;;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Oignon Noordhollandse Bloedrode;L3607S;Potagères;;3;;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Oignon Rijnsbuger 4;L3608S;Potagères;mars - avril;3;https://www.semaille.com/fr/oignon/787-oignon-rijnsbuger-4-5415166010186.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Oignon Red Baron;L3609S;Potagères;mars - avril;3;https://www.semaille.com/fr/oignon/788-oignon-red-baron-5415166010209.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Oignon Cuisse de Poulet du Poitou;L3610S;Potagères;mars - avril;3;;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Oignon Robelja;L3613S;Potagères;mars - avril;3;https://www.semaille.com/fr/oignon/791-oignon-robelja-5415166010308.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Oignon  Ishikura Long White;L3616S;Potagères;mars - juin ou  août-septembre;3;https://www.semaille.com/fr/oignon/793-oignon-ishikura-long-white-5415166013576.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Oignon Rouge de Huy;L3617S;Potagères;mars - avril;3;https://www.semaille.com/fr/oignon/794-oignon-rouge-de-huy-5415166014207.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Oignon doux de Florence race de Simiane;L3618S;Potagères;mars - avril;3;https://www.semaille.com/fr/oignon/795-oignon-doux-de-florence-race-de-simiane-5415166014412.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Oignon Blanc de Lisbonne;L3619S;Potagères;février - juillet;3;https://www.semaille.com/fr/oignon/1117-oignon-blanc-de-lisbonne-5415166020864.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Oignon Blanc de Vaugirard;L3620S;Potagères;mars - avril;3;https://www.semaille.com/fr/oignon/1343-oignon-blanc-de-vaugirard-5415166025098.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Oignon Blanc Premier;L3621S;Potagères;février - juillet;3;;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Oignon rouge d'Abbeville;L3622S;Potagères;;3;;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Pak Choi Taisai;L3650S;Potagères;juin - août;3;https://www.semaille.com/fr/chou-chinois/574-pak-choi-taisai-5415166010353.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
Pak choi Tatsoi;L3651S;Potagères;juin - août;3;https://www.semaille.com/fr/chou-chinois/1109-pak-choi-tatsoi-5415166020895.html;=HYPERLINK(INDIRECT("F2:F"),INDIRECT("B2:B"))
